Column_1,Column_2,Column_3,Column_4,Column_5,Column_6
867.,CV Nadis Herbal,"Jl. Raya Mambal-Ubud, Gang kananga I, Br. Sigaran, Ds. Mekar Bhuwana, Mekar Bhuwana, Abiansemal, Kabupaten Badung, Bali",Telp. 085*********,,
868.,PR Natalia Kusuma,"Jalan Mundeh, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,10710
869.,PT Natura Pesona Mandiri,"Jl. Raya Denpasar Bedugul KM. 36 BR. Sekargula, Mekarsari, Baturiti, Kabupaten Tabanan, Bali",Telp. (0368) 2033360,,20232
870.,CV Natural Bali Kulkul,"Jalan Raya Jumpai, Dusun Kangin, Desa Jumpai, Klungkung Bali, Jumpai, Klungkung, Kabupaten Klungkung, Bali",Telp. 081********,,
871.,PT Nekhawa,"Banjar Penestanan Kaja, Desa Sayan, Ubud, Ubud, Kabupaten Gianyar, Bali",Telp. 0361975832,,20232
872.,PR Nena Ernawati,"Jln. Drupadi XI/No.1Br. Sungiang Sari, Sumerta Kelod Denpasar, Sumerta Kelod, Denpasar Timur, Kota Denpasar, Bali",Telp. 081*********,,14302
873.,PR Ngakan Putu Sugiartana,"Jalan Erlangga No. 52 Sidembunut, Cempaga, Bangli, Cempaga, Bangli, Kabupaten Bangli, Bali",Telp. 081*********,,10750
874.,PR Ngatini,"Jalan Pukau Jawa Dauhwaru Jembrana, Desa/Kelurahan Dauhwaru, Kec. Jembrana, Kab. Jembrana, Provinsi Bali, Dauhwaru, Jembrana, Kabupaten Jembrana, Bali",Telp. 628**********,,10799
875.,PR Ni Desak Gede Evita Wulandari,"Br. Ketima, Dalang, Salamadeg  Timur, Kabupaten Tabanan, Bali",Telp. 087*********,,21021
876.,PR Ni Gede Murniati,"Banjar Sental Desa Kawan Ped, Ped, Nusa Penida, Kabupaten Klungkung, Bali",Telp. 0,,32903
877.,PR Ni Gusti Ayu Yuliari Arthini,"BR. BLANGSINGA, Desa/Kelurahan Saba, Kec. Blahbatuh, Kab. Gianyar, Provinsi Bali, Saba, Blahbatuh, Kabupaten Gianyar, Bali",Telp. +6282146909900,,10794
878.,PR Ni Kade Budiasih,"BR PANDE ABIANSEMAL, Desa/Kelurahan Abiansemal, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 0,,10214
879.,PR NI KADEK ANGGARI ASIH,"Lingkungan Pancardawa Kel. Pendem, Jembrana, Pendem, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,13122
880.,PR Ni Kadek Ariasih,"asrama denzipur 9 gianya, Gianyar, Gianyar, Kabupaten Gianyar, Bali",Telp. 081*********,,14302
881.,PR Ni Kadek Inka Damayanti,"Jl. Pulau Belitung GG Manggis No. 2, Desa/Kelurahan Pedungan, Kec. Denpasar Selatan, Kota Denpasar, Provinsi Bali, Pedungan, Denpasar Selatan, Kota Denpasar, Bali",Telp. +6281339507682,,32903
882.,PR Ni Kadek Lia,"BR. DINAS BEBAYU, Desa/Kelurahan Laba Sari, Kec. Abang, Kab. Karangasem, Provinsi Bali, Labasari, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,10214
883.,PR Ni Kadek Manis Siari,"Br. Dinas Pandesari, Bebanden, Bebandem, Kabupaten Karang Asem, Bali",Telp. 081*********,,25992
884.,PR Ni Kadek Murni,"BR. DINAS BEBAYU, Desa/Kelurahan Laba Sari, Kec. Abang, Kab. Karangasem, Provinsi Bali, Labasari, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,10214
885.,PR Ni Kadek Parmini,"Jalan Gatot II No. 17 A, Dauh Puri Kaja, Denpasar Utara, Kota Denpasar, Bali",Telp. 081*********,,13912
886.,PR Ni Kadek Suartini,"jalan soka Banjar Ayung, Semarapura  Kelod, Klungkung, Kabupaten Klungkung, Bali",Telp. 081*********,,32903
887.,PR Ni Kadek Susiyani,"LINGKUNGAN TERUSAN,LELATENG, Lelateng, Negara, Kabupaten Jembrana, Bali",Telp. 085*********,,10710
888.,PR Ni Kadek Warti,"BR. TAMAN, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. +6287762609327,,13121
889.,PR Ni Kadek Yudiari,"Lingk/Br Blungbang, Desa/Kelurahan Kawan, Kec. Bangli, Kawan, Bangli, Kabupaten Bangli, Bali",Telp. 081*********,,16291
890.,PR Ni Kadek Yuni Muliarti Dewi,"LINGKUNGAN PENDEM, Pendem, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,10710
891.,PR Ni Kd Ayu Murtini,"JL. GN. BATUKARU GG. X/04 DPS, Desa/Kelurahan Pemecutan, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Pemecutan, Denpasar Barat, Kota Denpasar, Bali",Telp. 081*********,,10214
892.,PR Ni Ketut Anik,"BANJAR DINAS BEBAYU, Labasari, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,14120
893.,PR Ni Ketut Arik,"Jl. Raya Sempidi Gg. ilalang No.1, Sempidi, Mengwi, Kabupaten Badung, Bali",Telp. 082*********,,32112
894.,PR Ni Ketut Arsani,"Jl. Made Bulat, Gang Penamplekan No.50 Br. Tegeh, Dalung, Kuta Utara, Kabupaten Badung, Bali",Telp. 085*********,,10710
895.,PR Ni Ketut Cindra Wati,"BANJAR SERANGEN, Desa/Kelurahan Ped, Kec. Nusa Penida, Kab. Klungkung, Provinsi Bali, Ped, Nusa Penida, Kabupaten Klungkung, Bali",Telp. 082*********,,32903
896.,PR Ni Ketut Kartini,"BR. DINAS SIDAKARYA, Desa/Kelurahan Sidemen, Kec. Sidemen, Kab. Karangasem, Provinsi Bali, Sidemen, Sidemen, Kabupaten Karang Asem, Bali",Telp. 0,,13122
897.,PR Ni Ketut Karyani,"Br. Kerta Petang, Petang, Petang, Kabupaten Badung, Bali",Telp. 081*********,,21022
898.,PR Ni Ketut Mita,"BR. PANDE, Desa/Kelurahan Abiansemal, Kec. Abiansema, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 0,,10214
899.,PR Ni Ketut Murtini,"jalan plawa no.43 baler bale agung, Baler Bale Agung, Negara, Kabupaten Jembrana, Bali",Telp. 087*********,,32903
900.,PR Ni Ketut Nudri,"BANJAR PANDE ABIANSEMAL, Desa/Kelurahan Abiansemal, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 0,,10214
901.,PR Ni Ketut Nuriati,"BR. PANDE ABIANSEMAL, Desa/Kelurahan Abiansemal, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
902.,PR Ni Ketut Parwati,"BANJAR BUNUTIN, Bunutin, Bangli, Kabupaten Bangli, Bali",Telp. 085*********,,10750
903.,PR Ni Ketut Repot,"BR. PANDE ABIANSEMAL, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 087*********,,10214
904.,PR Ni Ketut Resningsih,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 087**********,,10794
905.,PR Ni Ketut Sirnaki,"Banjar Tambahan Kelod Desa/Kelurahan Jehem Kec, Tembuku Kab. Bangli, Jehem, Tembuku, Kabupaten Bangli, Bali",Telp. 081*********,,16291
906.,PR Ni Ketut Suarmini,"Jalan Nenas, Desa Bebandem, Bebanden, Bebandem, Kabupaten Karang Asem, Bali",Telp. 085*********,,14120
907.,PR Ni Ketut Suarsih,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
908.,PR Ni Ketut Sugiartini,"Br. Dinas Yeh Malet, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 0,,10774
909.,PR Ni Ketut Sukareni,"JL.GN.BATUR NO.40, Desa/Kelurahan Pemecutan, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Pemecutan, Denpasar Barat, Kota Denpasar, Bali",Telp. 0,,10214
910.,PR Ni Ketut Sukerni,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 082*********,,10214
911.,PR Ni Ketut Sulasmi,"Banjar Taman. Desa/ Kelurahan Batuagung.  Kec. Jemrana. Kab jembrana. Propinsi bali, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,13121
912.,PR Ni Ketut Tantri,"Banjar Dinas Kajanan Buleleng, Penglatan, Buleleng, Kabupaten Buleleng, Bali",Telp. 081*********,,10796
913.,PR Ni Ketut Urip Arini,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. -,,10214
914.,PR Ni Ketut Wajik Suarani,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 081**,,10794
915.,"PR Ni Ketut Widianti, Se","Dusun Tengah, Manduang, Klungkung, Kabupaten Klungkung, Bali",Telp. 082*********,,32909
916.,PR Ni Ketut Widiarsih,"LINGKUNGAN KETAPANG, Lelateng, Negara, Kabupaten Jembrana, Bali",Telp. 087*********,,10710
917.,PR Ni Ketut Widiyati,"Banjar Kerandan, Pemecutan, Denpasar Barat, Kota Denpasar, Bali",Telp. 081*********,,10214
918.,PR Ni Ketut Yudhi Dwi Erawati,"Link.SANGKARAGUNG, Sangkaragung, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,10794
919.,PR Ni Komang	Darmini,"Banjar Baluk I, Baluk, Negara, Kabupaten Jembrana, Bali",Telp. 081*********,,10793
920.,PR NI KOMANG ANI ASTUTI,"Lingkungan Pangkung Gondang, Sangkaragung, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,13121
921.,PR Ni Komang Ariani,"BR. DINAS KEBON, Desa/Kelurahan Telagatawang, Kec. Sidemen, Kab. Karangasem, Provinsi Bali, Telaga Tawang, Sidemen, Kabupaten Karang Asem, Bali",Telp. 0,,13122
922.,PR Ni Komang Citra Kori,"Banjar Adnyasari, Ekasari, Melaya, Kabupaten Jembrana, Bali",Telp. 085*********,,10732
923.,PR Ni Komang Keriani,"LINGKUNGAN PERSIAPAN TEMPEK, Kawan, Bangli, Kabupaten Bangli, Bali",Telp. 081*********,,10750
924.,PR Ni Komang Rosiani,"Jln kresna 87A desa yangapi tembuku bangli, Yangapi, Tembuku, Kabupaten Bangli, Bali",Telp. 081*********,,16291
925.,PR Ni Komang Sawitri,"Br. Dinas Dalem, Tianyar Tengah, Kubu, Kabupaten Karang Asem, Bali",Telp. 081*********,,10722
926.,PR Ni Komang Sri Witari,"Jalan Brigjen Ngurah Rai, Kawan, Bangli, Kabupaten Bangli, Bali",Telp. 081********,,18111
927.,PR Ni Komang Sumiardi,"Jalan Ngurah Rai No 140, Dauhwaru, Jembrana, Kabupaten Jembrana, Bali",Telp. 081*********,,13121
928.,PR Ni Komang Sumiarti,"Dusun Sental Desa Ped, Ped, Nusa Penida, Kabupaten Klungkung, Bali",Telp. 081*********,,32903
929.,PR Ni Kompyang Budiart,"Lingkungan Banjar Kerandan, Pemecutan, Denpasar Barat, Kota Denpasar, Bali",Telp. +6287806483223,,10214
930.,PR Ni Kt Beni Ariantini,"Jalan Raya Denpasar-Gilimanuk, Dangin Tukadaya, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,
931.,PR Ni Luh Adiasih,"BR. DINAS WALIANG, Desa/Kelurahan Abang, Kec. Abang, Kab.  Karangasem, Provinsi Bali, Abang, Abang, Kabupaten Karang Asem, Bali",Telp. 081*********,,32903
932.,PR Ni Luh Aryani,"BR. DINAS CELETIGA, Desa/Kelurahan Talibeng, Kec. Sidemen, Kab. Karangasem, Provinsi Bali, Talibeng, Sidemen, Kabupaten Karang Asem, Bali",Telp. 0,,13122
933.,PR Ni Luh Darmini,"Banjar Mempeh, Kayubihi, Bangli, Kabupaten Bangli, Bali",Telp. 081*********,,10761
934.,PR Ni Luh Gede Dewi Antari,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 085*********,,10214
935.,PR Ni Luh Gede Jeni Meiyana,"Jalan Sedap Malam No. 38, Kesiman, Denpasar Timur, Kota Denpasar, Bali",Telp. 081*********,,15201
936.,PR Ni Luh Gede Yuliawati,"BR PANDE ABIANSEMAL, Desa/Kelurahan Abiansemal, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 087*********,,10214
937.,PR Ni Luh Kertiasih,"Banjar Cengkilung, Peguyangan  Kangin, Denpasar Utara, Kota Denpasar, Bali",Telp. -,,10799
938.,PR Ni Luh Komang Sri Kencana Wati,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 081*********,,10710
939.,PR Ni Luh Made Kariasih,"BR. BENG KAJA, Desa/Kelurahan Tunjuk, Kec. Tabanan, Kab. Tabanan, Provinsi Bali, Tunjuk, Tabanan, Kabupaten Tabanan, Bali",Telp. +6281558317464,,10710
940.,PR Ni Luh Made Murni,"Br. Pejaten, Kediri, Kediri, Kabupaten Tabanan, Bali",Telp. 087*********,,14120
941.,PR Ni Luh Mahendri Dinastuti,"Jalan Ratulangi Gang Kenari, Penarukan, Buleleng, Kabupaten Buleleng, Bali",Telp. 081*********,,10779
942.,PR Ni Luh Masih Artini,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 083*********,,10214
943.,PR Ni Luh Muriani,"BR. DINAS BEBAYU, Desa/Kelurahan Laba Sari, Kec. Abang, Kab. Karangasem, Provinsi Bali, Labasari, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,10214
944.,PR Ni Luh Murni,"JL. GN. BATUR NO 78 DENPASAR, Desa/Kelurahan Pemecutan, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Pemecutan, Denpasar Barat, Kota Denpasar, Bali",Telp. 0,,10214
945.,PR Ni Luh Novi Emijayanti,"Br. Pacung, Desa Belalang, Kec. Kediri, Belalang, Kediri, Kabupaten Tabanan, Bali",Telp. 087*********,,14111
946.,PR Ni Luh Nyoman Kerti,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 0,,10710
947.,PR Ni Luh Purnayani,"JLN LETTU KANTEN GG II NO. 2 BANGLI, Kawan, Bangli, Kabupaten Bangli, Bali",Telp. 082*********,,18111
948.,PR Ni Luh Putu Artini,"LINGKUNGAN KETAPANG, Desa/Kelurahan Lelateng, Kec. Negara, Kab. Jembrana, Provinsi Bali, Lelateng, Negara, Kabupaten Jembrana, Bali",Telp. 081*********,,10750
949.,PR Ni Luh Putu Diantari,"Lingkungan Ketapang, Lelateng, Negara, Kabupaten Jembrana, Bali",Telp. +6281353555989,,10794
950.,PR Ni Luh Putu Suwarni,"jl aya leko no 94 abiansemal, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*******,,
951.,PR Ni Luh Rai Kamiasti,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 085*********,,10794
952.,PR Ni Luh Sariani,"BANJAR SAWE, Desa/Kelurahan Batu Agung, Kec. Jembrana, Kab. Jembrana, Provinsi Bali, Batu Agung, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,13121
953.,PR Ni Luh Selamet,"BR. DINAS BEBAYU, Desa/Kelurahan Laba Sari, Kec. Abang, Kab. Karangasem, Provinsi Bali, Labasari, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,10214
954.,PR Ni Luh Sentadi,"Jalan Nusa indah Gang 14 nomer 22perumnas bb agung, Baler Bale Agung, Negara, Kabupaten Jembrana, Bali",Telp. 085*********,,10710
955.,PR Ni Luh Sri Enim,"BTN BANYUNING INDAH, BLOK C NO 30 SINGARAJA, Banyuning, Buleleng, Kabupaten Buleleng, Bali",Telp. 081*******,,21021
956.,PR Ni Luh Srimurni,"Banjar Wanasari, Ekasari, Melaya, Kabupaten Jembrana, Bali",Telp. 087*********,,10732
957.,PR Ni Luh Suartini,"BANJAR TENGAH, Desa/Kelurahan Tegal Badeng Barat, Kec. Negara, Kab. Jembrana, Provinsi Bali, Tegal Badeng Barat, Negara, Kabupaten Jembrana, Bali",Telp. 082*********,,31001
958.,PR Ni Luh Sutami,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 087*********,,10214
959.,PR Ni Luh Werni,"Jalan Badung VII, Kuta, Kuta, Kabupaten Badung, Bali",Telp. 081*********,,10214
960.,PR Ni Made Agustini,"Banjar Adnyasari, Ekasari, Melaya, Kabupaten Jembrana, Bali",Telp. 081*********,,10732
961.,PR Ni Made Anggy Margareta,"JL. GAJAH MADA NO 71, SEBUAL, Dangin Tukadaya, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,13133
962.,PR Ni Made Ani Raspati Asih,"Jl. Tukad Nyali 12, Sanur, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081*********,,14111
963.,PR Ni Made Ayu Yesi Susanti,"BANJAR DINAS TEGAL JADI, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 081*********,,10794
964.,PR Ni Made Ayuni,"BR. DINAS KEBON, Desa/Kelurahan Telagatawang, Kec. Sidemen, Kab. Karangasem, Provinsi Bali, Telaga Tawang, Sidemen, Kabupaten Karang Asem, Bali",Telp. 0,,13122
965.,PR Ni Made Diyastuti,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 087*********,,10794
966.,PR Ni Made Kamarini,"JLN. P. BATAM, Dauhwaru, Jembrana, Kabupaten Jembrana, Bali",Telp. 085*********,,14120
967.,PR Ni Made Karti,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
968.,PR Ni Made Kondri,"Banjar Kerandan, Pemecutan, Denpasar Barat, Kota Denpasar, Bali",Telp. 0,,10214
969.,PR NI MADE LABA,"Banjar Ngoneng, Desa/Kelurahan Mendoyo Dauh Tukad, Mendoyo Dauh Tukad, Mendoyo, Kabupaten Jembrana, Bali",Telp. 081*********,,13122
970.,PR Ni Made Leci,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 087*********,,10794
971.,PR Ni Made Lilis Ferayanti,"Banjar Adnyasari, Ekasari, Melaya, Kabupaten Jembrana, Bali",Telp. 085********,,10732
972.,PR Ni Made Lusmiani,"BR. BANGBANG TENGAH, Bangbang, Tembuku, Kabupaten Bangli, Bali",Telp. 087*********,,10710
973.,PR Ni Made Murni,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 087*********,,10794
974.,PR Ni Made Murtini,"Jalan Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
975.,PR Ni Made Niarti,"BR. TEGAL NARUNGAN SOBANGAN, Sobangan, Mengwi, Kabupaten Badung, Bali",Telp. 087*********,,95291
976.,PR Ni Made Nuriasih,"Perum. Anyar Mandiri, Lingk.Gadon, Kerobokan  Kaja, Kuta Utara, Kabupaten Badung, Bali",Telp. 081********,,32112
977.,PR Ni Made Padma Wati,"Banjar Cengkilung, Peguyangan  Kangin, Denpasar Utara, Kota Denpasar, Bali",Telp. -,,10799
978.,PR Ni Made Rapi,"DUSUN/BR BUNGAYA DESA AKAH, Desa/Kelurahan Akah, Kec. Klungkung, Kab. Klungkung, Provinsi Bali, Akah, Klungkung, Kabupaten Klungkung, Bali",Telp. 0,,31002
979.,PR Ni Made Rini Wahyuni,"Perum Surya Graha Lestari  block J no. 3 Jambe belodan, Dauh Peken, Tabanan, Kabupaten Tabanan, Bali",Telp. 085*********,,22292
980.,PR Ni Made Roni,"JALAN GUNUNG SARI BR AMBENGAN. PELIATAN, UBUD, GIANYAR, BALI, Ubud, Ubud, Kabupaten Gianyar, Bali",Telp. 081*********,,10762
981.,PR Ni Made Runi,"LINGKUNGAN JASRI KELOD, Subagan, Karangasem, Kabupaten Karang Asem, Bali",Telp. 081*********,,10794
982.,PR Ni Made Rusmini,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
983.,PR Ni Made Septariani,"BR. DINAS TUMBU KALER, Tumbu, Karangasem, Kabupaten Karang Asem, Bali",Telp. 081********,,16292
984.,PR Ni Made Suarsari,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 081*********,,10710
985.,PR Ni Made Suastini,"BR. PANDE, Desa/Kelurahan Abiansemal, Kec. Abiansemal, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
986.,PR Ni Made Sudini,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 087*********,,10794
987.,PR Ni Made Sugiartini,"Banjar Cengkilung, Peguyangan  Kangin, Denpasar Utara, Kota Denpasar, Bali",Telp. -,,10799
988.,PR Ni Made Sukerti,"Banjar Adnyasari, Ekasari, Melaya, Kabupaten Jembrana, Bali",Telp. 085*********,,10732
989.,PR Ni Made Sumudri,"BR. PANDE ABIANSEMAL, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
990.,PR Ni Made Suparni,"BANJAR DINAS KAJA, Desa/Kelurahan Banyuatis, Kec. Banjar, Kab. Buleleng, Provinsi Bali, Banyuatis, Banjar, Kabupaten Buleleng, Bali",Telp. 0,,10792
991.,PR Ni Made Sutiri,"BANJAR DINAS TEGALJADI, Desa/Kelurahan Tegaljadi, Kec. Marga, Kab. Tabanan, Provinsi Bali, Tegaljadi, Marga, Kabupaten Tabanan, Bali",Telp. 085*********,,10710
992.,PR Ni Made Widiari,": BR. DINAS SIDEKARYA, Desa/Kelurahan Sidemen, Kec. Sidemen, Kab. Karangasem, Provinsi Bali, Sidemen, Sidemen, Kabupaten Karang Asem, Bali",Telp. 082*********,,13121
993.,PR Ni Made Wirathi,"Jalan Nusantara 3 s/d 5, Cempaga, Bangli, Kabupaten Bangli, Bali",Telp. 081*********,,14111
994.,PR Ni Nengah Ayu Agustini Setiawati,"Dusun Kaleran, Desa Manduang, Manduang, Klungkung, Kabupaten Klungkung, Bali",Telp. 081*********,,
995.,PR Ni Nengah Metri,"dusun rame desa kusamba, Kusamba, Dawan, Kabupaten Klungkung, Bali",Telp. 082*********,,10774
996.,PR Ni Nengah Sari,"BR. DINAS YEH MALET, Desa/Kelurahan Antiga Kelod, Kec. Manggis, Kab. Karangasem, Provinsi Bali, Antiga Kelod, Manggis, Kabupaten Karang Asem, Bali",Telp. 0,,10774
997.,PR Ni Nengah Sumi,"BR. DINAS BEBAYU, Desa/Kelurahan Laba Sari, Kec. Abang, Kab. Karangasem, Provinsi Bali, Labasari, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,14120
998.,PR Ni Nengah Suwirni,"BR. DINAS DELODYEH KANGIN, Desa/Kelurahan Talibeng, Kec. Sidemen, Kab. Karangasem, Provinsi Bali, Talibeng, Sidemen, Kabupaten Karang Asem, Bali",Telp. 087*********,,13122
999.,PR Ni Nengah Wendri,"Dusun Kelodan Desa Besan kecamatan dawan, Besan, Dawan, Kabupaten Klungkung, Bali",Telp. 081*********,,10722
1000.,PR Ni Nengah Yudiantari,"BANJAR BERAWAN SALAK, Banyu Biru, Negara, Kabupaten Jembrana, Bali",Telp. 087*********,,10792
1001.,PR Ni Nyoman Agustini,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 082*********,,10214
1002.,PR Ni Nyoman Ayu Citra Wati,"JL.GN.BATUKARU GG.II/9 DENPASAR, BUSUNG YEH KANGIN, Desa/Kelurahan Pemecutan, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Pemecutan, Denpasar Barat, Kota Denpasar, Bali",Telp. 0,,10214
1003.,PR Ni Nyoman Ayu Sumawati,"Jalan Raya Semer, Kerobokan  Kelod, Kuta Utara, Kabupaten Badung, Bali",Telp. 081********,,14120
1004.,PR Ni Nyoman Ayu Upadani,"Jalan Mekar II Blok A III No. 99 DPS, BR/LINK MEKAR JAYA, Desa Pemogan, Kec. Denpasar Selatan, Pemogan, Denpasar Selatan, Kota Denpasar, Bali",Telp. 081*********,,
1005.,PR Ni Nyoman Budarini,"Banjar Pande, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. +6281338165562,,10214
1006.,PR Ni Nyoman Gatrumiati,"BR. PANDE, Desa/Kelurahan Abiansemal, Kec. Abiansemal, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
1007.,PR Ni Nyoman Hariani,"JL GAJAH MADA, Dangin Tukadaya, Jembrana, Kabupaten Jembrana, Bali",Telp. 087*********,,13121
1008.,PR Ni Nyoman Intan Artari,"JL. HANGTUAH GG. III NO. 11 DENPASAR, Desa/Kelurahan Sanur Kaja, Kec. Denpasar Selatan, Kota Denpasar, Provinsi Bali, Sanur Kaja, Denpasar Selatan, Kota Denpasar, Bali",Telp. +6281805544676,,32112
1009.,PR Ni Nyoman Kandel,"Br. Mekarsari, Carangsari, Petang, Kabupaten Badung, Bali",Telp. 081*********,,10392
1010.,PR Ni Nyoman Kandri,"Br. Getas Kawan, Buruan, Blahbatuh, Kabupaten Gianyar, Bali",Telp. 087*********,,13134
1011.,PR Ni Nyoman Muli,"Banjar  Adnyasari, Ekasari, Melaya, Kabupaten Jembrana, Bali",Telp. 085*********,,10732
1012.,PR Ni Nyoman Mulyani,"BANJAR TANAH BIAS DESA PED, Desa/Kelurahan Ped, Kec. Nusa Penida, Kab. Klungkung, Provinsi Bali, Ped, Nusa Penida, Kabupaten Klungkung, Bali",Telp. 081*********,,32903
1013.,PR Ni Nyoman Renda,"BR PANDE, Abiansemal, Abiansemal, Kabupaten Badung, Bali",Telp. 081*********,,10214
1014.,PR Ni Nyoman Reni,"JL. GN BATUR NO. 52, Desa/Kelurahan Pemecutan, Kec. Denpasar Barat, Kota Denpasar, Provinsi Bali, Pemecutan, Denpasar Barat, Kota Denpasar, Bali",Telp. 0,,10214
1015.,PR Ni Nyoman Sariani,"Banjar Dinas Babakan, Gegelang, Manggis, Kabupaten Karang Asem, Bali",Telp. 0,,10774
1016.,PR Ni Nyoman Siram,"BR. Lingga Bumi, Blok C No. 24, Dalung, Kuta Utara, Kabupaten Badung, Bali",Telp. 081*********,,10794
1017.,PR Ni Nyoman Siulan,"DUSUN TENGAH DESA NYANGLAN, Nyanglan, Banjarangkan, Kabupaten Klungkung, Bali",Telp. 085*********,,10793
1018.,PR Ni Nyoman Sri Puji,"Banjar Tanah Bias Desa Ped, Ped, Nusa Penida, Kabupaten Klungkung, Bali",Telp. 081*********,,32903
1019.,PR Ni Nyoman Srinadi,"Br. Dinas Tiga Kawan, Dusun Tiga Kawan, Penglumbaran, Susut, Kabupaten Bangli, Bali",Telp. 085*********,,10710
1020.,PR Ni Nyoman Suartini,"BANJAR DINAS BEBAYU, Labasari, Abang, Kabupaten Karang Asem, Bali",Telp. 0,,14120
